qC_l_hip_yaw	qC_l_hip_rol	qC_l_hip_pit	qC_l_kne	qC_l_ank	qC_r_hip_yaw	qC_r_hip_rol	qC_r_hip_pit	qC_r_kne	qC_r_ank	torso	qC_l_shd_pit	qC_l_shd_rol	qC_l_shd_yaw	qC_l_elb	qC_r_shd_pit	qC_r_shd_rol	qC_r_shd_yaw	qC_r_elb	qP_l_hip_yaw	qP_l_hip_rol	qP_l_hip_pit	qP_l_kne	qP_l_ank	qP_r_hip_yaw	qP_r_hip_rol	qP_r_hip_pit	qP_r_kne	qP_r_ank	torso	qP_l_shd_pit	qP_l_shd_rol	qP_l_shd_yaw	qP_l_elb	qP_r_shd_pit	qP_r_shd_rol	qP_r_shd_yaw	qP_r_elb	qV_l_hip_yaw	qV_l_hip_rol	qV_l_hip_pit	qV_l_kne	qV_l_ank	qV_r_hip_yaw	qV_r_hip_rol	qV_r_hip_pit	qV_r_kne	qV_r_ank	torso	qV_l_shd_pit	qV_l_shd_rol	qV_l_shd_yaw	qV_l_elb	qV_r_shd_pit	qV_r_shd_rol	qV_r_shd_yaw	qV_r_elb	rol	pit	yaw	rol_rate	pit_rate	yaw_rate	
0.294031	0.262780	0.104572	0.702884	0.085790	0.298829	0.338899	0.100149	0.704514	0.083914	0.297670	0.303349	0.295488	0.297613	0.304977	0.308830	0.301431	0.301930	0.305582	0.288150	0.234017	0.091481	0.689660	0.074276	0.295300	0.342887	0.086598	0.690507	0.066164	0.297848	0.302504	0.282035	0.294138	0.305861	0.297767	0.279090	0.295275	0.307405	0.190521	-0.006553	0.073073	0.034394	0.021464	0.083165	-0.102530	0.004065	0.016492	0.001342	-0.005746	-0.001342	0.059027	0.019378	0.023253	0.021464	0.001342	-0.058133	0.000000	-0.059724	0.028911	0.035431	-0.051270	0.126279	-0.220268	
0.293291	0.262041	0.103832	0.702145	0.085051	0.298090	0.338160	0.099409	0.703775	0.083174	0.296930	0.302610	0.294749	0.296874	0.304238	0.308091	0.300692	0.301190	0.304843	0.289607	0.233634	0.091609	0.689644	0.074328	0.295070	0.341481	0.086547	0.690459	0.066185	0.297899	0.302420	0.282287	0.294138	0.305892	0.297997	0.279059	0.295305	0.307375	0.155410	-0.022078	0.041270	0.005363	0.000000	0.025889	-0.126651	-0.002440	0.003761	-0.010732	0.000292	-0.016098	0.033538	-0.042631	0.000000	0.009391	-0.018781	0.000000	-0.085262	-0.060311	0.029837	0.033202	-0.053884	0.125459	-0.205436	
0.292257	0.261007	0.102798	0.701111	0.084016	0.297055	0.337126	0.098375	0.702741	0.082140	0.295896	0.301575	0.293715	0.295840	0.303204	0.307057	0.299657	0.300156	0.303809	0.291167	0.233225	0.091532	0.689628	0.074328	0.294840	0.340561	0.086368	0.690475	0.066185	0.297822	0.301980	0.282245	0.294077	0.305861	0.298071	0.279059	0.295275	0.307405	0.153682	-0.038300	0.008461	-0.001606	-0.006708	-0.018169	-0.122474	-0.010951	-0.001564	-0.018781	-0.000871	-0.069759	0.000000	-0.135643	0.027129	0.002683	0.000000	-0.038755	-0.038755	-0.060976	0.030769	0.031075	-0.073589	0.125244	-0.226325	
0.290929	0.259679	0.101470	0.699783	0.082689	0.295728	0.335798	0.097048	0.701413	0.080813	0.294568	0.300248	0.292387	0.294512	0.301876	0.305729	0.298330	0.298828	0.302481	0.292650	0.232509	0.091302	0.689532	0.074339	0.294431	0.339845	0.086112	0.690379	0.066195	0.297618	0.301309	0.282203	0.294017	0.305771	0.298071	0.279027	0.295214	0.307284	0.157013	-0.053971	-0.012127	-0.003847	0.013415	-0.028550	-0.088805	-0.019549	-0.003528	0.014757	-0.010996	-0.064393	0.004025	-0.038755	-0.023253	0.018781	0.010732	-0.077510	-0.007751	-0.061638	0.031618	0.028972	-0.046341	0.092335	-0.174097	
0.289309	0.258059	0.099850	0.698163	0.081068	0.294107	0.334178	0.095427	0.699793	0.079192	0.292948	0.298627	0.290767	0.292892	0.300255	0.304109	0.296709	0.297208	0.300861	0.292905	0.231538	0.091123	0.689404	0.074339	0.294099	0.339129	0.085780	0.690299	0.066174	0.297004	0.300544	0.282077	0.293774	0.305498	0.298039	0.278996	0.295093	0.307012	0.107388	-0.079608	-0.020552	-0.009813	0.021464	-0.033059	-0.074879	-0.029178	-0.007203	-0.020123	-0.034839	-0.087199	-0.016098	-0.042631	-0.046506	-0.021464	0.000000	-0.034880	-0.050382	-0.062348	0.032427	0.026871	-0.049967	0.087690	-0.200118	
0.287398	0.256148	0.097939	0.696252	0.079157	0.292196	0.332267	0.093516	0.697882	0.077281	0.291037	0.296716	0.288856	0.290981	0.298344	0.302198	0.294798	0.295297	0.298950	0.292240	0.230489	0.090893	0.689244	0.074328	0.293638	0.338515	0.085422	0.690219	0.066185	0.295803	0.299821	0.281836	0.293320	0.305104	0.298029	0.278964	0.294700	0.306558	0.001341	-0.100937	-0.020994	-0.014022	0.006708	-0.040585	-0.069185	-0.035003	-0.007402	0.006708	-0.076989	-0.068418	-0.030855	-0.104639	-0.034880	-0.002683	-0.008049	-0.085262	-0.139519	-0.063002	0.033150	0.024950	-0.042004	0.093517	-0.177051	
0.285198	0.253947	0.095739	0.694052	0.076957	0.289996	0.330067	0.091316	0.695682	0.075081	0.288837	0.294516	0.286656	0.288781	0.296144	0.299998	0.292598	0.293097	0.296750	0.291525	0.229313	0.090637	0.689021	0.074328	0.293229	0.337927	0.084962	0.690123	0.066164	0.293936	0.299066	0.281469	0.292715	0.304226	0.298008	0.278943	0.294306	0.305922	-0.063937	-0.109600	-0.023131	-0.018875	0.009391	-0.044987	-0.061695	-0.041021	-0.009509	-0.018781	-0.146260	-0.099273	-0.004025	-0.162772	-0.100764	-0.013415	0.005366	-0.143394	-0.178274	-0.063511	0.033775	0.023231	-0.019061	0.057545	-0.157189	
0.282711	0.251461	0.093252	0.691565	0.074470	0.287510	0.327580	0.088829	0.693195	0.072594	0.286350	0.292029	0.284169	0.286294	0.293658	0.297511	0.290111	0.290610	0.294263	0.290732	0.228112	0.090203	0.688717	0.074318	0.292718	0.336853	0.084425	0.689947	0.066153	0.292607	0.298238	0.280998	0.291594	0.303046	0.297955	0.278901	0.293519	0.304620	-0.077898	-0.119207	-0.032408	-0.024974	0.000000	-0.047936	-0.078258	-0.049204	-0.012813	-0.012074	-0.167637	-0.096590	-0.038904	-0.220905	-0.217029	-0.016098	0.000000	-0.205403	-0.236407	-0.063854	0.034381	0.021702	0.003502	0.055373	-0.130916	
0.279940	0.248690	0.090481	0.688794	0.071699	0.284738	0.324809	0.086058	0.690424	0.069823	0.283579	0.289258	0.281398	0.283523	0.290886	0.294740	0.287340	0.287839	0.291492	0.289684	0.225683	0.089410	0.688174	0.074286	0.292053	0.335243	0.083632	0.689692	0.066090	0.291354	0.297222	0.280390	0.290414	0.301865	0.297798	0.278901	0.292520	0.302803	-0.091588	-0.170922	-0.056983	-0.039574	-0.034880	-0.056431	-0.126521	-0.063843	-0.019583	0.009391	-0.134442	-0.085858	-0.041587	-0.124017	-0.244158	-0.032197	-0.001342	-0.151145	-0.410806	-0.064095	0.034924	0.020436	0.021826	0.067735	-0.096359	
0.276887	0.245637	0.087428	0.685741	0.068647	0.281686	0.321756	0.083006	0.687371	0.066771	0.280526	0.286206	0.278345	0.280470	0.287834	0.291687	0.284288	0.284786	0.288439	0.288227	0.223484	0.088285	0.687343	0.074286	0.290903	0.333683	0.082763	0.689212	0.065933	0.289641	0.295985	0.279625	0.288567	0.299109	0.297431	0.278901	0.290976	0.300381	-0.120771	-0.230209	-0.091476	-0.065227	0.000000	-0.082851	-0.159169	-0.082488	-0.033290	-0.036221	-0.142071	-0.128787	-0.087199	-0.220905	-0.298415	-0.024147	-0.001342	-0.174399	-0.399179	-0.064097	0.035415	0.019456	0.038840	0.068503	-0.063652	
0.273556	0.242306	0.084097	0.682410	0.065315	0.278354	0.318425	0.079674	0.684040	0.063439	0.277195	0.282874	0.275014	0.277139	0.284503	0.288356	0.280956	0.281455	0.285108	0.285338	0.221081	0.086470	0.686432	0.074160	0.288423	0.332021	0.081868	0.688605	0.065723	0.286497	0.293669	0.278367	0.286387	0.296657	0.296572	0.278901	0.289159	0.297898	-0.199213	-0.214041	-0.139756	-0.086880	-0.009391	-0.164677	-0.148798	-0.089440	-0.051248	-0.025489	-0.223290	-0.250866	-0.142202	-0.248034	-0.383677	-0.096590	0.001342	-0.236407	-0.399179	-0.063948	0.035886	0.018771	0.050775	0.061641	-0.043360	
0.269950	0.238699	0.080491	0.678804	0.061709	0.274748	0.314818	0.076068	0.680433	0.059833	0.273589	0.279268	0.271407	0.273532	0.280896	0.284749	0.277350	0.277849	0.281501	0.282321	0.217808	0.084553	0.685233	0.073668	0.286147	0.330334	0.080667	0.687295	0.065241	0.283710	0.290525	0.276617	0.283541	0.293902	0.295482	0.278734	0.286646	0.294840	-0.297058	-0.256192	-0.179332	-0.103890	-0.059027	-0.238613	-0.154054	-0.097571	-0.088705	-0.081833	-0.273763	-0.429289	-0.211961	-0.383677	-0.399179	-0.158300	-0.028172	-0.368175	-0.554200	-0.063432	0.036354	0.018344	0.083570	0.039189	-0.019032	
0.266072	0.234821	0.076613	0.674925	0.057831	0.270870	0.310940	0.072190	0.676555	0.055955	0.269710	0.275390	0.267529	0.269654	0.277018	0.280871	0.273472	0.273970	0.277623	0.277744	0.214817	0.082993	0.682933	0.072588	0.283770	0.327368	0.079746	0.684722	0.064361	0.279210	0.286269	0.273934	0.280664	0.290723	0.293616	0.278262	0.283739	0.291510	-0.341101	-0.316967	-0.166238	-0.162254	-0.138177	-0.243769	-0.220578	-0.100065	-0.182332	-0.127445	-0.352428	-0.464169	-0.287087	-0.437934	-0.441810	-0.266964	-0.084516	-0.391428	-0.527071	-0.062688	0.036906	0.018214	0.105711	0.056097	0.027726	
0.261925	0.230675	0.072466	0.670779	0.053685	0.266724	0.306794	0.068044	0.672409	0.051809	0.265564	0.271244	0.263383	0.265508	0.272872	0.276725	0.269326	0.269824	0.273477	0.273040	0.210829	0.081076	0.680791	0.070545	0.279909	0.325119	0.078442	0.681191	0.063156	0.277037	0.283377	0.271030	0.277788	0.287665	0.290923	0.277277	0.280378	0.288210	-0.433064	-0.346684	-0.172820	-0.221207	-0.256232	-0.302492	-0.266967	-0.110148	-0.267914	-0.127445	-0.357755	-0.135494	-0.323308	-0.228656	-0.414681	-0.324650	-0.123421	-0.410806	-0.476689	-0.061673	0.037550	0.018426	0.122918	0.062522	0.056550	
0.257516	0.226265	0.068057	0.666369	0.049275	0.262314	0.302384	0.063634	0.667999	0.047399	0.261154	0.266834	0.258973	0.261098	0.268462	0.272315	0.264916	0.265414	0.269067	0.268029	0.207326	0.077803	0.677132	0.067715	0.276509	0.322127	0.075323	0.678123	0.061646	0.274889	0.281668	0.267876	0.273095	0.284243	0.287412	0.275516	0.276533	0.284001	-0.507259	-0.381641	-0.245974	-0.266764	-0.308551	-0.359703	-0.261841	-0.196764	-0.306107	-0.195863	-0.234942	-0.268306	-0.359529	-0.476689	-0.554200	-0.462827	-0.250866	-0.511569	-0.620084	-0.060406	0.038268	0.019101	0.131159	0.049869	0.086010	
0.252846	0.221596	0.063387	0.661700	0.044605	0.257644	0.297715	0.058964	0.663330	0.042729	0.256485	0.262164	0.254304	0.256429	0.263792	0.267646	0.260246	0.260745	0.264398	0.264245	0.203082	0.074684	0.673505	0.064256	0.272495	0.318395	0.072767	0.674671	0.058597	0.271719	0.278315	0.264008	0.269613	0.280216	0.284184	0.272749	0.272870	0.280035	-0.450028	-0.396188	-0.314902	-0.326354	-0.376969	-0.377798	-0.336812	-0.289854	-0.342198	-0.293795	-0.256246	-0.465510	-0.450753	-0.550324	-0.620084	-0.166349	-0.315259	-0.523196	-0.480565	-0.058869	0.039047	0.019961	0.172276	0.056648	0.101922	
0.247922	0.216672	0.058463	0.656776	0.039681	0.252720	0.292791	0.054040	0.658406	0.037805	0.251561	0.257240	0.249380	0.251505	0.258868	0.262722	0.255322	0.255821	0.259474	0.260768	0.199886	0.070159	0.670757	0.059592	0.268711	0.315045	0.071233	0.671604	0.056270	0.268728	0.273850	0.259156	0.266131	0.275584	0.283869	0.269154	0.268903	0.277037	-0.383119	-0.379688	-0.379726	-0.342661	-0.515147	-0.385198	-0.353903	-0.231955	-0.357104	-0.315259	-0.308308	-0.481608	-0.544660	-0.387552	-0.608457	-0.059027	-0.440021	-0.542573	-0.360424	-0.057253	0.039873	0.020612	0.188037	0.074153	0.089718	
0.242748	0.211497	0.053289	0.651602	0.034507	0.247546	0.287617	0.048866	0.653232	0.032631	0.246387	0.252066	0.244206	0.246330	0.253694	0.257547	0.250148	0.250647	0.254300	0.256575	0.195438	0.065224	0.665675	0.055505	0.263777	0.311057	0.067832	0.667002	0.052476	0.265200	0.270024	0.254586	0.260590	0.269952	0.281784	0.264805	0.263786	0.271436	-0.393961	-0.390053	-0.465223	-0.397051	-0.417215	-0.416090	-0.372203	-0.232618	-0.381188	-0.438679	-0.326900	-0.460144	-0.527220	-0.620084	-0.573578	-0.378311	-0.535269	-0.643337	-0.732474	-0.055201	0.040975	0.021327	0.202570	0.098183	0.113047	
0.237329	0.206078	0.047870	0.646183	0.029088	0.242127	0.282198	0.043447	0.647813	0.027212	0.240968	0.246647	0.238786	0.240911	0.248275	0.252128	0.244729	0.245228	0.248881	0.252331	0.191296	0.059370	0.660498	0.051417	0.257718	0.306327	0.064790	0.662352	0.047361	0.260930	0.266146	0.249482	0.256261	0.266319	0.277979	0.259334	0.259002	0.267288	-0.422311	-0.417489	-0.535478	-0.463804	-0.378311	-0.491931	-0.420070	-0.321203	-0.423445	-0.558075	-0.377234	-0.411849	-0.509780	-0.651088	-0.604582	-0.418557	-0.567466	-0.581329	-0.620084	-0.053116	0.042057	0.022092	0.193568	0.097521	0.070998	
0.231670	0.200420	0.042211	0.640524	0.023430	0.236469	0.276539	0.037788	0.642154	0.021553	0.235309	0.240988	0.233128	0.235253	0.242617	0.246470	0.239071	0.239569	0.243222	0.247423	0.186234	0.055254	0.655832	0.047906	0.252246	0.301597	0.060904	0.658085	0.042729	0.254973	0.261367	0.244347	0.251083	0.260233	0.273651	0.254890	0.254037	0.262020	-0.472979	-0.438541	-0.544717	-0.503730	-0.442704	-0.561355	-0.441172	-0.350112	-0.449653	-0.521854	-0.472268	-0.531245	-0.768695	-0.728598	-0.589080	-0.551368	-0.552709	-0.627835	-0.627835	-0.050991	0.043302	0.022347	0.181494	0.128285	0.019760	
0.225778	0.194527	0.036319	0.634632	0.017537	0.230576	0.270647	0.031896	0.636262	0.015661	0.229417	0.235096	0.227235	0.229360	0.236724	0.240577	0.233178	0.233677	0.237330	0.241005	0.181606	0.048913	0.649345	0.042341	0.245829	0.297328	0.056685	0.652461	0.038830	0.248991	0.257112	0.236664	0.245633	0.255722	0.268704	0.249252	0.250283	0.257750	-0.546376	-0.486160	-0.522088	-0.557987	-0.582223	-0.583442	-0.471784	-0.404620	-0.486542	-0.284404	-0.585989	-0.465510	-0.731132	-0.631710	-0.627835	-0.591614	-0.532586	-0.592955	-0.654964	-0.048785	0.044581	0.022492	0.218893	0.113908	0.034555	
0.219657	0.188407	0.030198	0.628511	0.011416	0.224455	0.264526	0.025775	0.630141	0.009540	0.223296	0.228975	0.221115	0.223240	0.230604	0.234457	0.227057	0.227556	0.231209	0.235406	0.177388	0.041934	0.642841	0.036912	0.240333	0.292496	0.051751	0.646469	0.036681	0.242727	0.252626	0.230858	0.239759	0.250302	0.262939	0.244493	0.245468	0.250998	-0.577123	-0.455997	-0.624124	-0.617667	-0.571491	-0.580295	-0.467026	-0.445905	-0.548181	-0.237450	-0.640602	-0.537952	-0.580881	-0.728598	-0.728598	-0.690887	-0.486974	-0.716972	-0.837113	-0.046612	0.045898	0.022675	0.208529	0.120724	0.031233	
0.213315	0.182064	0.023856	0.622168	0.005074	0.218113	0.258183	0.019433	0.623798	0.003198	0.216953	0.222633	0.214772	0.216897	0.224261	0.228114	0.220715	0.221213	0.224866	0.229449	0.172709	0.035849	0.636434	0.031431	0.234989	0.288712	0.045820	0.640572	0.033894	0.235747	0.247260	0.224486	0.234491	0.242702	0.256431	0.239473	0.239050	0.244852	-0.606395	-0.460477	-0.678531	-0.650028	-0.579540	-0.582379	-0.446529	-0.533215	-0.589985	-0.364895	-0.660835	-0.621127	-0.764671	-0.623959	-0.910748	-0.861261	-0.580881	-0.875868	-1.023138	-0.044581	0.047348	0.022791	0.189482	0.150493	0.043456	
0.206756	0.175506	0.017297	0.615610	-0.001485	0.211554	0.251625	0.012874	0.617240	-0.003361	0.210395	0.216074	0.208214	0.210339	0.217702	0.221556	0.214156	0.214655	0.218308	0.223518	0.167647	0.029815	0.629307	0.025530	0.229390	0.283369	0.039684	0.634309	0.029041	0.229100	0.240783	0.217380	0.227527	0.236102	0.248801	0.233279	0.231299	0.238009	-0.625307	-0.486376	-0.620518	-0.690041	-0.713693	-0.566811	-0.471115	-0.589152	-0.625344	-0.686862	-0.681863	-0.829064	-0.798209	-0.899122	-0.813860	-0.916263	-0.764671	-0.902997	-0.790607	-0.042596	0.048779	0.022857	0.158765	0.123322	0.023689	
0.199988	0.168738	0.010529	0.608842	-0.008253	0.204786	0.244857	0.006106	0.610472	-0.010129	0.203627	0.209306	0.201446	0.203571	0.210934	0.214788	0.207388	0.207887	0.211540	0.217050	0.162764	0.021557	0.621685	0.018351	0.223868	0.277974	0.032960	0.627757	0.022449	0.222274	0.233866	0.210588	0.220442	0.230107	0.241003	0.226383	0.224214	0.231379	-0.637150	-0.483859	-0.702559	-0.723979	-0.807599	-0.550982	-0.516074	-0.639097	-0.639423	-0.786135	-0.677018	-0.713693	-0.748572	-0.875868	-0.678217	-0.893457	-0.748572	-0.895246	-0.740225	-0.040889	0.049991	0.022904	0.188215	0.134726	0.016004	
0.193018	0.161767	0.003559	0.601871	-0.015223	0.197816	0.237886	-0.000864	0.603501	-0.017099	0.196657	0.202336	0.194475	0.196600	0.203964	0.207817	0.200418	0.200917	0.204569	0.209584	0.158162	0.014501	0.614974	0.010763	0.218345	0.273602	0.026389	0.620934	0.014965	0.215550	0.227525	0.203493	0.212933	0.223809	0.233520	0.219518	0.218612	0.224778	-0.695929	-0.500349	-0.806548	-0.732132	-0.833089	-0.539145	-0.504568	-0.689395	-0.665906	-0.873334	-0.675387	-0.821015	-0.747231	-0.930126	-0.763478	-0.845162	-0.800892	-0.670466	-0.763478	-0.038783	0.051548	0.023029	0.168507	0.133515	0.004274	
0.185851	0.154601	-0.003608	0.594705	-0.022389	0.190650	0.230720	-0.008031	0.596335	-0.024265	0.189490	0.195170	0.187309	0.189434	0.196798	0.200651	0.193252	0.193750	0.197403	0.202221	0.151975	0.008339	0.607528	0.003091	0.212286	0.267185	0.019001	0.614111	0.007042	0.206806	0.219822	0.196911	0.207423	0.217300	0.223941	0.211982	0.212617	0.218753	-0.746359	-0.504360	-0.704603	-0.727764	-0.713693	-0.575263	-0.518661	-0.721084	-0.695398	-0.786135	-0.710161	-0.873334	-0.778086	-0.527071	-1.007636	-0.913580	-0.800892	-0.558075	-0.740225	-0.036973	0.052977	0.023035	0.177678	0.135087	0.013357	
0.178496	0.147246	-0.010963	0.587350	-0.029744	0.183295	0.223365	-0.015386	0.588980	-0.031621	0.182135	0.187814	0.179954	0.182079	0.189443	0.193296	0.185897	0.186395	0.190048	0.195676	0.145558	-0.000098	0.600050	-0.004183	0.206099	0.261203	0.011484	0.606649	-0.000095	0.199520	0.210966	0.189585	0.199914	0.210911	0.215588	0.204667	0.205230	0.212334	-0.717535	-0.563410	-0.717992	-0.741831	-0.815649	-0.640144	-0.559533	-0.758517	-0.718762	-0.792843	-0.745109	-0.926995	-0.855895	-0.902997	-0.957254	-0.940411	-0.870651	-0.968881	-1.050267	-0.035272	0.054279	0.023110	0.149791	0.113944	0.026042	
0.170960	0.139709	-0.018499	0.579814	-0.037281	0.175758	0.215829	-0.022922	0.581444	-0.039157	0.174599	0.180278	0.172417	0.174542	0.181906	0.185759	0.178360	0.178859	0.182512	0.188288	0.139959	-0.007231	0.593354	-0.011079	0.198864	0.255169	0.003482	0.599570	-0.007159	0.192131	0.203200	0.182678	0.193768	0.204522	0.207476	0.197089	0.198508	0.206339	-0.714642	-0.605268	-0.820805	-0.736531	-0.651982	-0.688597	-0.605203	-0.807202	-0.734540	-0.725766	-0.746036	-0.871993	-0.665398	-0.639461	-0.817736	-0.904189	-0.812966	-0.554200	-0.887495	-0.033623	0.055555	0.023206	0.155618	0.108904	0.014457	
0.163249	0.131999	-0.026210	0.572103	-0.044991	0.168048	0.208118	-0.030633	0.573733	-0.046868	0.166888	0.172567	0.164707	0.166832	0.174196	0.178049	0.170650	0.171148	0.174801	0.178726	0.133772	-0.014798	0.586004	-0.018667	0.191041	0.248803	-0.006233	0.591884	-0.013594	0.185458	0.195266	0.176390	0.186259	0.196711	0.199521	0.188149	0.191090	0.198588	-0.786079	-0.594416	-0.694610	-0.730295	-0.690887	-0.751553	-0.610578	-0.848442	-0.767583	-0.702960	-0.725732	-0.922971	-0.743206	-0.833238	-1.116151	-0.951143	-0.889433	-0.961130	-1.178159	-0.031979	0.056839	0.023158	0.130450	0.125532	0.013577	
0.155372	0.124122	-0.034087	0.564226	-0.052868	0.160171	0.200241	-0.038509	0.565856	-0.054744	0.159011	0.164691	0.156830	0.158955	0.166319	0.170172	0.162773	0.163271	0.166924	0.171414	0.127201	-0.023056	0.577487	-0.025689	0.183371	0.242641	-0.014542	0.582649	-0.020365	0.178734	0.187185	0.168257	0.178235	0.189777	0.192394	0.179576	0.183006	0.191352	-0.788765	-0.647668	-0.744230	-0.734077	-0.697594	-0.782263	-0.625955	-0.854603	-0.792328	-0.744548	-0.692031	-0.871993	-0.686862	-0.771229	-0.941752	-0.736499	-1.010170	-0.813860	-0.937877	-0.030553	0.057898	0.023181	0.137614	0.118907	0.015885	
0.147337	0.116086	-0.042122	0.556191	-0.060904	0.152135	0.192206	-0.046545	0.557821	-0.062780	0.150976	0.156655	0.148794	0.150919	0.158283	0.162136	0.154737	0.155236	0.158889	0.164179	0.121449	-0.029192	0.570840	-0.032617	0.174065	0.235534	-0.023209	0.574819	-0.028938	0.171652	0.179618	0.161665	0.169879	0.181905	0.186409	0.170405	0.174347	0.183177	-0.779626	-0.663902	-0.780342	-0.725745	-0.748572	-0.803109	-0.675983	-0.866271	-0.796872	-0.841138	-0.701307	-0.867968	-0.764671	-1.011512	-1.100649	-0.706985	-1.106760	-1.135528	-1.213039	-0.029141	0.059002	0.023079	0.122705	0.095104	0.004686	
0.139151	0.107900	-0.050308	0.548004	-0.069090	0.143949	0.184019	-0.054731	0.549634	-0.070966	0.142789	0.148469	0.140608	0.142733	0.150097	0.153950	0.146551	0.147049	0.150702	0.157046	0.114341	-0.036581	0.563681	-0.040090	0.165909	0.228478	-0.031953	0.566574	-0.036746	0.164468	0.172145	0.154936	0.163520	0.172943	0.179681	0.161832	0.167595	0.174305	-0.767336	-0.676040	-0.703767	-0.726722	-0.831747	-0.847626	-0.734740	-0.906620	-0.824263	-0.926995	-0.731613	-0.947118	-0.717717	-0.949503	-1.209163	-0.821015	-0.842479	-0.821611	-1.263421	-0.027811	0.059944	0.022778	0.129165	0.082384	-0.037995	
0.130822	0.099571	-0.058637	0.539675	-0.077419	0.135620	0.175690	-0.063060	0.541305	-0.079295	0.134461	0.140140	0.132279	0.134404	0.141768	0.145621	0.138222	0.138721	0.142373	0.149810	0.105112	-0.044839	0.556331	-0.047395	0.157191	0.219862	-0.039981	0.558440	-0.044617	0.155443	0.163205	0.148627	0.154407	0.164708	0.171108	0.154181	0.160056	0.166252	-0.760034	-0.769255	-0.785905	-0.747857	-0.761988	-0.892119	-0.742665	-0.915498	-0.850185	-0.874676	-0.758826	-0.890774	-0.774061	-1.108400	-1.019263	-0.825039	-0.992730	-0.976632	-1.034765	-0.026375	0.060779	0.022324	0.138298	0.096160	-0.042425	
0.122358	0.091108	-0.067101	0.531212	-0.085882	0.127157	0.167227	-0.071524	0.532842	-0.087759	0.125997	0.131676	0.123816	0.125941	0.133305	0.137158	0.129758	0.130257	0.133910	0.141808	0.097544	-0.050847	0.549604	-0.055182	0.147936	0.212039	-0.049747	0.550467	-0.052855	0.147467	0.155691	0.140902	0.147443	0.156381	0.164285	0.145923	0.151760	0.158591	-0.801778	-0.795853	-0.768347	-0.745412	-0.893457	-0.912404	-0.795392	-0.920659	-0.838256	-0.992730	-0.790919	-0.892116	-0.849187	-1.003761	-1.197537	-0.834430	-0.912239	-0.949503	-1.271172	-0.025041	0.061584	0.021460	0.147016	0.052713	-0.097441	
0.113769	0.082518	-0.075690	0.522623	-0.094472	0.118567	0.158638	-0.080113	0.524253	-0.096348	0.117408	0.123087	0.115227	0.117351	0.124715	0.128568	0.121169	0.121668	0.125321	0.131300	0.089926	-0.059386	0.541982	-0.064971	0.139652	0.204727	-0.060945	0.541902	-0.061250	0.139797	0.148857	0.132099	0.139480	0.148267	0.157378	0.137119	0.143373	0.150719	-0.886933	-0.810974	-0.683010	-0.753481	-0.917605	-0.902958	-0.807377	-0.993949	-0.862594	-0.948460	-0.819764	-0.767354	-0.901506	-0.875868	-1.216914	-0.796867	-0.811624	-1.085147	-1.267296	-0.023520	0.062363	0.020334	0.127776	0.083522	-0.120306	
0.105062	0.073811	-0.084397	0.513916	-0.103179	0.109860	0.149931	-0.088820	0.515546	-0.105055	0.108701	0.114380	0.106520	0.108644	0.116008	0.119861	0.112462	0.112961	0.116614	0.122863	0.081054	-0.067848	0.532538	-0.073638	0.131624	0.195574	-0.069919	0.531963	-0.069352	0.132204	0.141992	0.124762	0.130639	0.140849	0.150283	0.130170	0.134713	0.143180	-0.893716	-0.856269	-0.785858	-0.790840	-0.882725	-0.870431	-0.818089	-0.979580	-0.882574	-0.881383	-0.804935	-0.725766	-0.825039	-0.961130	-1.019263	-0.759305	-0.782111	-0.906873	-1.065769	-0.022164	0.063198	0.019032	0.131716	0.098519	-0.127207	
