qC_l_hip_yaw	qC_l_hip_rol	qC_l_hip_pit	qC_l_kne	qC_l_ank	qC_r_hip_yaw	qC_r_hip_rol	qC_r_hip_pit	qC_r_kne	qC_r_ank	torso	qC_l_shd_pit	qC_l_shd_rol	qC_l_shd_yaw	qC_l_elb	qC_r_shd_pit	qC_r_shd_rol	qC_r_shd_yaw	qC_r_elb	qP_l_hip_yaw	qP_l_hip_rol	qP_l_hip_pit	qP_l_kne	qP_l_ank	qP_r_hip_yaw	qP_r_hip_rol	qP_r_hip_pit	qP_r_kne	qP_r_ank	torso	qP_l_shd_pit	qP_l_shd_rol	qP_l_shd_yaw	qP_l_elb	qP_r_shd_pit	qP_r_shd_rol	qP_r_shd_yaw	qP_r_elb	qV_l_hip_yaw	qV_l_hip_rol	qV_l_hip_pit	qV_l_kne	qV_l_ank	qV_r_hip_yaw	qV_r_hip_rol	qV_r_hip_pit	qV_r_kne	qV_r_ank	torso	qV_l_shd_pit	qV_l_shd_rol	qV_l_shd_yaw	qV_l_elb	qV_r_shd_pit	qV_r_shd_rol	qV_r_shd_yaw	qV_r_elb	rol	pit	yaw	rol_rate	pit_rate	yaw_rate	
0.096243	0.064992	-0.093216	0.505096	-0.111998	0.101041	0.141111	-0.097639	0.506726	-0.113874	0.099882	0.105561	0.097700	0.099825	0.107189	0.111042	0.103643	0.104142	0.107794	0.074083	0.017010	-0.105201	0.477171	-0.141857	0.075941	0.130763	-0.117166	0.475813	-0.149078	0.080534	0.081582	0.068743	0.074232	0.086531	0.088750	0.081571	0.080002	0.087803	0.917673	0.728674	0.960412	0.894206	0.901506	0.845901	0.707080	0.778933	0.861459	0.957851	0.894266	1.026268	0.967241	0.763478	1.120026	1.081271	0.967241	0.860366	1.096773	-0.042114	0.055703	0.036606	-0.189192	-0.141343	-0.097673	
0.105059	0.073808	-0.084400	0.513912	-0.103182	0.109857	0.149927	-0.088823	0.515542	-0.105058	0.108698	0.114377	0.106516	0.108641	0.116005	0.119858	0.112459	0.112958	0.116610	0.082673	0.024655	-0.096432	0.485880	-0.133200	0.083509	0.137308	-0.109189	0.486232	-0.140599	0.089303	0.090972	0.077442	0.082982	0.096523	0.097313	0.090522	0.089297	0.097067	0.833498	0.736567	0.956406	0.874309	0.869310	0.798683	0.677690	0.821611	0.862243	0.876017	0.917455	1.020902	0.957851	0.790607	1.267296	0.898823	1.023585	0.817736	1.127777	-0.044023	0.054139	0.035898	-0.190624	-0.133273	-0.085622	
0.113766	0.082515	-0.075693	0.522619	-0.094475	0.118564	0.158634	-0.080116	0.524249	-0.096351	0.117405	0.123084	0.115223	0.117348	0.124712	0.128565	0.121166	0.121665	0.125317	0.091084	0.032171	-0.088225	0.496059	-0.124501	0.093198	0.144646	-0.101417	0.494860	-0.131911	0.097075	0.099933	0.085680	0.093367	0.105909	0.105257	0.099284	0.099803	0.105848	0.844333	0.765274	0.900661	0.860963	0.937728	0.794908	0.685449	0.821911	0.866719	0.913580	0.872427	0.973949	0.969924	1.042516	1.073520	0.869310	1.012853	1.054142	1.100649	-0.045736	0.052517	0.035376	-0.183241	-0.140674	-0.069473	
0.122355	0.091105	-0.067104	0.531209	-0.085886	0.127153	0.167224	-0.071527	0.532839	-0.087762	0.125994	0.131673	0.123813	0.125938	0.133301	0.137155	0.129755	0.130254	0.133907	0.099342	0.038614	-0.079277	0.504575	-0.115467	0.102249	0.151855	-0.093824	0.503201	-0.121870	0.104873	0.108611	0.094075	0.102148	0.114114	0.113328	0.108203	0.108584	0.114295	0.846692	0.731550	0.861630	0.852879	0.906873	0.847564	0.726041	0.799389	0.872957	0.877359	0.802883	0.988706	0.961875	1.147155	0.930126	0.908214	0.979315	0.965005	0.996010	-0.047514	0.051071	0.034873	-0.165284	-0.113645	-0.067255	
0.130818	0.099568	-0.058641	0.539672	-0.077422	0.135617	0.175687	-0.063063	0.541302	-0.079298	0.134457	0.140137	0.132276	0.134401	0.141765	0.145618	0.138219	0.138717	0.142370	0.107805	0.046412	-0.072297	0.512709	-0.107093	0.110788	0.158451	-0.088173	0.511095	-0.113612	0.113745	0.117006	0.102155	0.111019	0.122319	0.121869	0.116828	0.117304	0.125407	0.865000	0.724945	0.822142	0.849501	0.878700	0.881371	0.704485	0.704467	0.837991	0.881383	0.827412	0.917605	0.791501	1.170408	0.965005	1.019561	0.947118	0.957254	1.430068	-0.049101	0.049516	0.034472	-0.171271	-0.149019	-0.059603	
0.139147	0.107897	-0.050312	0.548001	-0.069093	0.143946	0.184016	-0.054734	0.549631	-0.070969	0.142786	0.148466	0.140605	0.142730	0.150094	0.153947	0.146548	0.147046	0.150699	0.115475	0.053136	-0.064704	0.521114	-0.098435	0.120043	0.165457	-0.081526	0.519628	-0.105258	0.122897	0.125569	0.110456	0.120829	0.131766	0.130914	0.125139	0.127204	0.134824	0.855898	0.750050	0.761114	0.842805	0.952484	0.913582	0.673090	0.612725	0.830351	0.990047	0.890910	1.003463	1.128224	1.112275	1.286674	1.126883	0.953826	1.197537	1.313803	-0.050714	0.048113	0.034184	-0.139125	-0.126293	-0.045154	
0.147334	0.116083	-0.042125	0.556188	-0.060907	0.152132	0.192202	-0.046548	0.557817	-0.062783	0.150973	0.156652	0.148791	0.150916	0.158280	0.162133	0.154734	0.155233	0.158885	0.124448	0.059936	-0.057264	0.529359	-0.090177	0.130116	0.173612	-0.075032	0.527953	-0.096518	0.131181	0.134279	0.118820	0.128399	0.143029	0.140263	0.133325	0.134622	0.143543	0.846727	0.713401	0.784362	0.846956	0.867968	0.983474	0.746933	0.661641	0.856127	1.015536	0.890226	1.004804	0.866627	1.038640	1.313803	1.086637	0.941752	0.895246	1.263421	-0.052182	0.046754	0.034343	-0.155120	-0.131312	0.020046	
0.155369	0.124119	-0.034090	0.564223	-0.052871	0.160168	0.200238	-0.038513	0.565853	-0.054748	0.159008	0.164688	0.156827	0.158952	0.166316	0.170169	0.162770	0.163268	0.166921	0.133090	0.067478	-0.051460	0.537316	-0.081886	0.139243	0.182612	-0.069101	0.535622	-0.087829	0.138570	0.142915	0.127078	0.136816	0.150871	0.148910	0.141133	0.142797	0.151476	0.882952	0.734521	0.715774	0.820070	0.837113	0.964224	0.850971	0.656964	0.811502	0.965900	0.827442	0.928337	0.941752	1.085147	1.147155	0.920288	0.838455	0.856491	1.201412	-0.053591	0.045248	0.034880	-0.129601	-0.172776	0.059608	
0.163246	0.131996	-0.026213	0.572100	-0.044994	0.168045	0.208115	-0.030636	0.573730	-0.046871	0.166885	0.172565	0.164704	0.166829	0.174193	0.178046	0.170647	0.171145	0.174798	0.141143	0.074790	-0.045836	0.544698	-0.073900	0.148217	0.190103	-0.062070	0.542733	-0.079665	0.146342	0.150953	0.134928	0.145142	0.158107	0.157200	0.148511	0.150730	0.159197	0.851402	0.765570	0.604672	0.777355	0.859919	0.946077	0.821775	0.658310	0.748617	0.759305	0.773258	0.884067	0.913580	1.042516	1.174284	0.943094	0.831747	0.949503	1.251794	-0.054827	0.043761	0.035575	-0.118221	-0.144450	0.042418	
0.170957	0.139706	-0.018502	0.579811	-0.037284	0.175755	0.215826	-0.022925	0.581441	-0.039160	0.174596	0.180275	0.172415	0.174539	0.181903	0.185756	0.178357	0.178856	0.182509	0.149325	0.082230	-0.038012	0.551458	-0.065620	0.155069	0.197849	-0.055883	0.549380	-0.072527	0.154855	0.158719	0.142925	0.153135	0.166312	0.165878	0.156183	0.158663	0.168008	0.841749	0.762472	0.677727	0.734085	0.861261	0.839942	0.782604	0.689387	0.715422	0.804916	0.820513	0.898823	0.984681	0.984383	1.151031	1.032976	0.894799	0.891370	1.340931	-0.055983	0.042269	0.036350	-0.110399	-0.171776	0.086078	
0.178493	0.147243	-0.010966	0.587347	-0.029747	0.183292	0.223362	-0.015388	0.588977	-0.031623	0.182132	0.187812	0.179951	0.182076	0.189440	0.193293	0.185894	0.186392	0.190045	0.157199	0.090693	-0.029524	0.558680	-0.057121	0.163480	0.207155	-0.048443	0.556651	-0.065107	0.164034	0.165742	0.150786	0.160765	0.174941	0.176903	0.164379	0.166595	0.176122	0.849123	0.747909	0.812205	0.719326	0.893457	0.758865	0.796535	0.698526	0.707115	0.796867	0.808724	0.790160	0.818332	0.914624	1.089022	0.995413	0.964558	0.910748	1.162657	-0.056958	0.040764	0.037436	-0.089771	-0.173448	0.101774	
0.185849	0.154598	-0.003610	0.594702	-0.022392	0.190647	0.230717	-0.008033	0.596332	-0.024268	0.189488	0.195167	0.187306	0.189431	0.196795	0.200648	0.193249	0.193748	0.197400	0.165150	0.098081	-0.023363	0.565072	-0.048726	0.170255	0.215337	-0.042665	0.562819	-0.057886	0.171831	0.173235	0.158887	0.167729	0.182450	0.185340	0.172659	0.173711	0.183207	0.816769	0.741047	0.785557	0.690489	0.782111	0.766911	0.826453	0.695853	0.683558	0.753938	0.770752	0.768695	0.920288	0.616208	0.910748	0.916263	0.928337	0.573578	0.934001	-0.057814	0.039186	0.038640	-0.102115	-0.186898	0.102638	
0.193015	0.161765	0.003556	0.601869	-0.015226	0.197813	0.237884	-0.000867	0.603499	-0.017102	0.196654	0.202333	0.194473	0.196598	0.203961	0.207815	0.200415	0.200914	0.204567	0.173050	0.105649	-0.019017	0.571607	-0.041421	0.176570	0.223134	-0.032950	0.569993	-0.050088	0.179629	0.179796	0.166590	0.175662	0.189596	0.192876	0.179723	0.181825	0.190080	0.804294	0.756508	0.598320	0.666516	0.783452	0.691459	0.815964	0.725997	0.684565	0.922971	0.802767	0.792843	0.812966	0.833238	0.992134	0.861261	0.791501	1.081271	0.910748	-0.058550	0.037611	0.039839	-0.088656	-0.164338	0.109828	
0.199986	0.168735	0.010527	0.608839	-0.008255	0.204784	0.244854	0.006104	0.610469	-0.010131	0.203625	0.209304	0.201443	0.203568	0.210932	0.214785	0.207386	0.207885	0.211537	0.179927	0.113319	-0.011602	0.578015	-0.032344	0.183345	0.229705	-0.026507	0.576577	-0.042291	0.186967	0.187363	0.173927	0.182928	0.196771	0.200212	0.188527	0.189697	0.197014	0.763931	0.763393	0.561430	0.651455	0.798209	0.669297	0.738295	0.755494	0.692231	0.787477	0.791643	0.906873	0.851870	0.984383	1.158782	0.814307	0.854553	0.864242	1.042516	-0.059136	0.036001	0.041324	-0.077007	-0.173344	0.163149	
0.206754	0.175503	0.017294	0.615607	-0.001487	0.211552	0.251622	0.012872	0.617237	-0.003363	0.210392	0.216072	0.208211	0.210336	0.217700	0.221553	0.214154	0.214652	0.218305	0.190103	0.121116	-0.006796	0.584694	-0.025333	0.190222	0.236557	-0.018991	0.583815	-0.034441	0.193997	0.194878	0.182500	0.190165	0.203675	0.207538	0.195727	0.197145	0.203826	0.780452	0.773712	0.573378	0.673879	0.743206	0.690692	0.690782	0.723394	0.712624	0.835772	0.744931	0.814307	0.775403	0.930126	1.019263	0.827722	0.751255	0.744101	0.999885	-0.059572	0.034502	0.042805	-0.046976	-0.140976	0.137323	
0.213312	0.182062	0.023853	0.622166	0.005071	0.218110	0.258181	0.019430	0.623796	0.003195	0.216951	0.222630	0.214770	0.216895	0.224258	0.228112	0.220712	0.221211	0.224864	0.197159	0.128837	-0.001018	0.590894	-0.018206	0.197023	0.244022	-0.013111	0.591085	-0.027282	0.201156	0.202204	0.189564	0.197643	0.210305	0.214257	0.202759	0.203746	0.211335	0.812131	0.778112	0.532864	0.650344	0.711010	0.689555	0.715835	0.707986	0.727949	0.823698	0.730869	0.855895	0.846504	0.902997	1.019263	0.700277	0.814307	0.720847	1.116151	-0.059953	0.032945	0.044048	-0.035909	-0.191661	0.119712	
0.219655	0.188404	0.030196	0.628509	0.011414	0.224453	0.264524	0.025773	0.630139	0.009538	0.223294	0.228973	0.221113	0.223237	0.230601	0.234454	0.227055	0.227554	0.231207	0.203397	0.136328	0.003865	0.597445	-0.011792	0.204003	0.253379	-0.006310	0.600178	-0.020302	0.208136	0.209771	0.196628	0.206605	0.217148	0.220566	0.209614	0.212163	0.219086	0.718607	0.769404	0.537213	0.657555	0.651982	0.695917	0.817568	0.675614	0.754793	0.780769	0.726002	0.803575	0.715034	0.875868	1.077396	0.716376	0.756621	0.763478	1.127777	-0.060168	0.031495	0.045219	-0.024976	-0.164231	0.117445	
0.225776	0.194525	0.036317	0.634629	0.017535	0.230574	0.270644	0.031894	0.636259	0.015659	0.229414	0.235094	0.227233	0.229358	0.236722	0.240575	0.233176	0.233674	0.237327	0.209252	0.143513	0.008672	0.604763	-0.005598	0.213079	0.261407	0.000005	0.607256	-0.012316	0.215166	0.217097	0.203042	0.212207	0.223779	0.226383	0.216059	0.218007	0.225808	0.630677	0.759182	0.519313	0.641476	0.595638	0.735180	0.871731	0.677945	0.760665	0.688204	0.718056	0.803575	0.784793	0.670466	0.852615	0.601004	0.705643	0.775105	0.887495	-0.060260	0.030103	0.046528	-0.032934	-0.139533	0.138996	
0.231668	0.200418	0.042209	0.640522	0.023427	0.236466	0.276537	0.037786	0.642152	0.021551	0.235307	0.240986	0.233126	0.235251	0.242614	0.246468	0.239068	0.239567	0.243220	0.213445	0.150722	0.014322	0.611251	-0.000441	0.219138	0.267901	0.006064	0.614511	-0.006111	0.221379	0.224025	0.209415	0.218171	0.229895	0.231644	0.222054	0.224486	0.231469	0.559756	0.744376	0.548476	0.642052	0.505756	0.694521	0.772906	0.661555	0.740826	0.668081	0.683218	0.766012	0.610395	0.666590	0.763478	0.631859	0.614420	0.620084	0.736350	-0.060375	0.028790	0.047929	-0.004413	-0.130491	0.126509	
0.237327	0.206076	0.047868	0.646181	0.029086	0.242125	0.282195	0.043445	0.647810	0.027210	0.240966	0.246645	0.238784	0.240909	0.248273	0.252126	0.244727	0.245226	0.248878	0.217919	0.157497	0.020023	0.616859	0.004506	0.225146	0.276210	0.013274	0.621206	0.000230	0.226901	0.230544	0.214906	0.224681	0.238161	0.237063	0.227347	0.231147	0.239220	0.467972	0.723179	0.560932	0.612651	0.540636	0.637167	0.747044	0.681537	0.704109	0.669422	0.593600	0.745889	0.583564	0.651088	0.887495	0.638567	0.559417	0.728598	0.899122	-0.060186	0.027591	0.049460	0.008185	-0.143265	0.150666	
0.242746	0.211495	0.053287	0.651600	0.034505	0.247544	0.287615	0.048864	0.653230	0.032629	0.246385	0.252064	0.244203	0.246328	0.253692	0.257545	0.250146	0.250645	0.254298	0.221371	0.163633	0.025520	0.622660	0.010522	0.231563	0.283752	0.019205	0.627566	0.005795	0.233114	0.237356	0.220335	0.230706	0.243096	0.242816	0.233038	0.237475	0.244307	0.398687	0.669863	0.550085	0.583519	0.621127	0.627502	0.815341	0.667736	0.664292	0.598321	0.584555	0.798209	0.610395	0.775105	0.868117	0.605029	0.623810	0.794482	0.906873	-0.060031	0.026350	0.050936	-0.018577	-0.121952	0.156584	
0.247920	0.216670	0.058461	0.656774	0.039679	0.252718	0.292789	0.054038	0.658404	0.037803	0.251559	0.257238	0.249378	0.251503	0.258866	0.262720	0.255320	0.255819	0.259472	0.226484	0.170434	0.030045	0.628460	0.016485	0.237392	0.290630	0.026338	0.633334	0.011004	0.240042	0.243781	0.225272	0.235944	0.248273	0.248162	0.238215	0.242229	0.249454	0.425494	0.662026	0.522852	0.567644	0.590272	0.611060	0.730565	0.663279	0.618790	0.578198	0.664893	0.670764	0.482950	0.747976	0.654964	0.595638	0.489657	0.565826	0.662715	-0.059789	0.025262	0.052521	-0.001142	-0.114380	0.158589	
0.252844	0.221594	0.063385	0.661698	0.044604	0.257643	0.297713	0.058962	0.663328	0.042728	0.256483	0.262163	0.254302	0.256427	0.263791	0.267644	0.260245	0.260743	0.264396	0.232236	0.175931	0.035107	0.633861	0.021956	0.243170	0.298223	0.031988	0.638895	0.015940	0.245641	0.249011	0.229097	0.241485	0.252633	0.252972	0.242554	0.247709	0.255116	0.526999	0.647608	0.512403	0.566286	0.544660	0.578148	0.720011	0.656432	0.577569	0.493682	0.656815	0.521854	0.422581	0.643337	0.492191	0.541977	0.492341	0.635586	0.662715	-0.059499	0.024238	0.054171	0.012865	-0.113729	0.153658	
0.257514	0.226263	0.068055	0.666368	0.049273	0.262312	0.302382	0.063632	0.667997	0.047397	0.261153	0.266832	0.258971	0.261096	0.268460	0.272313	0.264914	0.265413	0.269066	0.237477	0.182399	0.040042	0.639006	0.027092	0.248233	0.304154	0.038559	0.643928	0.020373	0.252289	0.253874	0.233269	0.246784	0.257750	0.257793	0.246893	0.252614	0.259930	0.549463	0.618388	0.500737	0.550436	0.525879	0.540156	0.689791	0.614724	0.528457	0.461485	0.622504	0.547343	0.517830	0.592955	0.713096	0.523196	0.481608	0.476689	0.786731	-0.059233	0.023357	0.055539	0.016260	-0.091445	0.100633	
0.261924	0.230673	0.072465	0.670778	0.053683	0.266722	0.306792	0.068042	0.672408	0.051807	0.265563	0.271242	0.263381	0.265506	0.272870	0.276723	0.269324	0.269823	0.273476	0.241542	0.188177	0.043800	0.644184	0.031525	0.251735	0.310852	0.044976	0.648338	0.024639	0.258783	0.258663	0.237146	0.251356	0.262837	0.262426	0.251379	0.257428	0.265199	0.499188	0.621899	0.448614	0.527542	0.426606	0.460150	0.627838	0.648741	0.493356	0.497707	0.660754	0.525879	0.385018	0.527071	0.794482	0.511122	0.495024	0.534822	0.755727	-0.058896	0.022610	0.056539	0.008133	-0.086314	0.094362	
0.266070	0.234820	0.076611	0.674924	0.057829	0.270868	0.310939	0.072188	0.676554	0.055953	0.269709	0.275388	0.267528	0.269653	0.277016	0.280870	0.273470	0.273969	0.277622	0.246528	0.194390	0.048683	0.648833	0.035455	0.255826	0.316400	0.051010	0.652509	0.029397	0.264024	0.263914	0.241014	0.255746	0.268953	0.267425	0.255184	0.262969	0.270739	0.482812	0.591793	0.455668	0.495702	0.411849	0.397991	0.621325	0.631938	0.450615	0.571491	0.606214	0.665398	0.468193	0.554200	0.902997	0.554051	0.409166	0.685968	0.747976	-0.058531	0.021992	0.057564	0.029382	-0.058381	0.071941	
0.269948	0.238698	0.080489	0.678802	0.061708	0.274747	0.314817	0.076066	0.680432	0.059831	0.273587	0.279266	0.271406	0.273531	0.280895	0.284748	0.277349	0.277847	0.281500	0.251488	0.199528	0.052978	0.653819	0.039679	0.258612	0.320747	0.056737	0.656503	0.034313	0.269827	0.270307	0.244975	0.259591	0.273858	0.272561	0.259072	0.266905	0.276220	0.490939	0.568527	0.459863	0.484841	0.489657	0.360951	0.522476	0.598983	0.424683	0.503073	0.547676	0.740523	0.410507	0.507694	0.561951	0.540636	0.437338	0.341046	0.713096	-0.058267	0.021485	0.058032	-0.003583	-0.052631	0.025670	
0.273555	0.242304	0.084096	0.682409	0.065314	0.278353	0.318424	0.079673	0.684039	0.063438	0.277194	0.282873	0.275013	0.277137	0.284501	0.288354	0.280955	0.281454	0.285107	0.256013	0.205153	0.056430	0.658133	0.044081	0.262320	0.326627	0.061236	0.660258	0.038935	0.275529	0.276784	0.248528	0.263406	0.278188	0.277717	0.263076	0.271023	0.280458	0.485732	0.494796	0.405958	0.474989	0.448070	0.328223	0.493737	0.547415	0.405820	0.492341	0.524726	0.511122	0.415873	0.581329	0.527071	0.378311	0.444046	0.406930	0.499943	-0.057988	0.021071	0.058376	-0.001854	-0.042823	0.020955	
0.276886	0.245636	0.087427	0.685740	0.068645	0.281685	0.321755	0.083004	0.687370	0.066769	0.280525	0.286204	0.278344	0.280469	0.287833	0.291686	0.284286	0.284785	0.288438	0.260487	0.209320	0.061032	0.662144	0.048221	0.265260	0.330922	0.066222	0.663886	0.043452	0.279721	0.280788	0.252218	0.267342	0.281700	0.280117	0.266702	0.274172	0.283365	0.489478	0.474510	0.414088	0.442271	0.425264	0.343718	0.459585	0.512891	0.393074	0.434655	0.475103	0.446729	0.431972	0.422432	0.457312	0.236109	0.374286	0.182150	0.356548	-0.057726	0.020849	0.058425	-0.003954	-0.017936	-0.018195	
0.279939	0.248689	0.090480	0.688793	0.071698	0.284737	0.324808	0.086057	0.690423	0.069822	0.283578	0.289257	0.281397	0.283522	0.290885	0.294739	0.287339	0.287838	0.291491	0.264066	0.214204	0.064534	0.665404	0.052119	0.269044	0.334246	0.070542	0.667817	0.047435	0.284247	0.285525	0.255519	0.271430	0.285273	0.282947	0.269542	0.277199	0.285999	0.418032	0.460965	0.416201	0.390586	0.398434	0.342007	0.389504	0.472197	0.388906	0.360871	0.461767	0.539294	0.331357	0.368175	0.449561	0.321967	0.308551	0.251909	0.267411	-0.057523	0.020727	0.058142	-0.022904	0.013761	-0.047710	
0.282710	0.251460	0.093251	0.691564	0.074469	0.287508	0.327579	0.088828	0.693194	0.072593	0.286349	0.292028	0.284168	0.286293	0.293656	0.297510	0.290110	0.290609	0.294262	0.267339	0.217450	0.068983	0.668775	0.056008	0.272265	0.337825	0.073661	0.671667	0.050149	0.287059	0.289822	0.258684	0.275487	0.288452	0.285588	0.272089	0.280590	0.289027	0.357738	0.416785	0.417864	0.350396	0.394409	0.353792	0.358748	0.393394	0.388863	0.215986	0.378896	0.405141	0.332699	0.282913	0.414681	0.201229	0.264281	0.248034	0.298415	-0.057367	0.020825	0.057342	-0.019567	0.017847	-0.102907	
0.285197	0.253947	0.095738	0.694051	0.076956	0.289995	0.330066	0.091315	0.695681	0.075080	0.288836	0.294515	0.286655	0.288780	0.296143	0.299997	0.292597	0.293096	0.296749	0.269972	0.221388	0.072025	0.671939	0.059896	0.275844	0.340100	0.076602	0.675422	0.052057	0.290357	0.292642	0.261902	0.279181	0.291480	0.287087	0.274300	0.283891	0.291934	0.309100	0.377058	0.383967	0.323916	0.397092	0.343926	0.304167	0.326303	0.377474	0.171716	0.313901	0.287087	0.339406	0.306166	0.461187	0.163666	0.230743	0.213154	0.321668	-0.057336	0.021025	0.056122	-0.034328	0.018097	-0.111746	
0.287397	0.256147	0.097938	0.696251	0.079156	0.292195	0.332266	0.093515	0.697881	0.077280	0.291036	0.296715	0.288855	0.290980	0.298344	0.302197	0.294797	0.295296	0.298949	0.273679	0.224021	0.076065	0.674384	0.063019	0.278784	0.342606	0.079491	0.679050	0.053817	0.292607	0.295356	0.264669	0.282420	0.294538	0.288837	0.276061	0.286737	0.295113	0.302177	0.338506	0.340482	0.286489	0.261598	0.334488	0.245580	0.282598	0.363698	0.213303	0.286483	0.299161	0.308551	0.236407	0.360424	0.207937	0.193180	0.263536	0.329420	-0.057362	0.021448	0.054772	-0.019015	0.055784	-0.131681	
0.289308	0.258058	0.099849	0.698162	0.081068	0.294107	0.334177	0.095427	0.699792	0.079192	0.292947	0.298627	0.290766	0.292891	0.300255	0.304108	0.296709	0.297207	0.300860	0.275111	0.227549	0.077803	0.677276	0.064749	0.281315	0.344549	0.080692	0.682341	0.056175	0.294269	0.297683	0.267792	0.285085	0.297020	0.290671	0.277853	0.289159	0.298141	0.273700	0.306356	0.302447	0.276695	0.140860	0.290052	0.231366	0.226083	0.350753	0.266964	0.209357	0.222694	0.360871	0.162772	0.302291	0.199888	0.209278	0.120141	0.228656	-0.057488	0.022008	0.053242	-0.034170	0.086223	-0.145211	
0.290929	0.259678	0.101470	0.699783	0.082688	0.295727	0.335798	0.097047	0.701413	0.080812	0.294568	0.300247	0.292386	0.294511	0.301875	0.305728	0.298329	0.298828	0.302481	0.276696	0.229441	0.081152	0.680264	0.066352	0.284128	0.345674	0.082456	0.685058	0.059215	0.296186	0.298951	0.270643	0.287204	0.298655	0.292725	0.278692	0.291399	0.300472	0.184658	0.279174	0.270284	0.284676	0.160983	0.270324	0.169416	0.151970	0.320264	0.327333	0.178495	0.114030	0.281721	0.186025	0.232531	0.236109	-0.052320	0.147270	0.255785	-0.057591	0.022682	0.051610	-0.011782	0.099024	-0.165328	
0.292257	0.261006	0.102798	0.701111	0.084016	0.297055	0.337125	0.098375	0.702741	0.082140	0.295896	0.301575	0.293714	0.295839	0.303203	0.307056	0.299657	0.300156	0.303809	0.278588	0.230898	0.082942	0.682309	0.067621	0.285866	0.346006	0.083939	0.687551	0.062296	0.297183	0.299831	0.273074	0.288446	0.300351	0.294549	0.278797	0.292217	0.302167	0.171080	0.184494	0.268614	0.260733	0.178423	0.237254	0.085781	0.149384	0.272566	0.269647	0.151502	0.105981	0.241475	0.155021	0.310042	0.159642	0.076467	0.158896	0.178274	-0.057755	0.023413	0.049742	-0.008356	0.100474	-0.174766	
0.293291	0.262041	0.103832	0.702145	0.085050	0.298089	0.338160	0.099409	0.703775	0.083174	0.296930	0.302609	0.294749	0.296874	0.304237	0.308091	0.300691	0.301190	0.304843	0.280454	0.232228	0.085268	0.684994	0.070094	0.287886	0.346134	0.085064	0.688749	0.064539	0.297618	0.300628	0.275338	0.289990	0.301925	0.295723	0.279153	0.293095	0.303379	0.177658	0.145491	0.191892	0.243588	0.213303	0.189876	0.027702	0.138084	0.198263	0.166349	0.086416	0.083175	0.261598	0.228656	0.267411	0.103298	0.049637	0.089137	0.286789	-0.057943	0.024250	0.047590	-0.012329	0.109705	-0.219151	
0.294031	0.262780	0.104571	0.702884	0.085790	0.298829	0.338899	0.100149	0.704514	0.083914	0.297669	0.303349	0.295488	0.297613	0.304977	0.308830	0.301431	0.301929	0.305582	0.281656	0.233455	0.087211	0.686400	0.071855	0.290622	0.345981	0.085831	0.689436	0.065524	0.297976	0.301257	0.277424	0.291534	0.303318	0.296289	0.279174	0.294034	0.304348	0.145966	0.132585	0.199719	0.213414	0.178423	0.230370	0.002327	0.105633	0.109575	0.050978	0.044632	0.065735	0.202571	0.178274	0.197652	0.036221	-0.018781	0.046506	0.065884	-0.058161	0.025090	0.045212	-0.021121	0.104796	-0.219651	
0.294475	0.263224	0.105015	0.703328	0.086234	0.299273	0.339343	0.100593	0.704958	0.084358	0.298113	0.303793	0.295932	0.298057	0.305421	0.309274	0.301875	0.302373	0.306026	0.282883	0.233992	0.089027	0.687950	0.073175	0.292462	0.345648	0.086342	0.689915	0.065755	0.298104	0.301749	0.279017	0.292866	0.304499	0.296781	0.279153	0.294791	0.305589	0.124262	0.095323	0.194447	0.156295	0.096590	0.235354	-0.019309	0.071011	0.063594	0.004025	0.023956	0.038904	0.163666	0.124017	0.166648	0.057686	0.021464	0.085262	0.093013	-0.058439	0.025960	0.042704	-0.030785	0.114253	-0.246033	
0.294623	0.263372	0.105164	0.703476	0.086382	0.299421	0.339491	0.100741	0.705106	0.084506	0.298262	0.303941	0.296080	0.298205	0.305569	0.309422	0.302023	0.302522	0.306174	0.284443	0.234222	0.090100	0.689116	0.073804	0.293766	0.345035	0.086572	0.690219	0.065912	0.297950	0.302158	0.280253	0.293593	0.305135	0.297148	0.279101	0.295184	0.306618	0.136255	0.045152	0.157105	0.141895	0.077809	0.170521	-0.042800	0.042802	0.043013	0.002683	0.001106	0.044270	0.177082	-0.046506	0.069759	0.018781	0.013415	-0.011627	0.085262	-0.058828	0.026955	0.040168	-0.026138	0.142499	-0.257053	
0.294475	0.263224	0.105016	0.703328	0.086234	0.299273	0.339343	0.100593	0.704958	0.084358	0.298114	0.303793	0.295932	0.298057	0.305421	0.309274	0.301875	0.302374	0.306026	0.286667	0.234171	0.090919	0.689596	0.074108	0.294763	0.344012	0.086624	0.690427	0.066080	0.297899	0.302389	0.281564	0.294047	0.305649	0.297431	0.279101	0.295275	0.307163	0.183641	0.010847	0.102789	0.093208	0.044270	0.121463	-0.076448	0.018797	0.027816	0.018781	-0.008363	0.036221	0.050978	0.085262	0.124017	0.038904	0.014757	-0.019378	0.023253	-0.059232	0.027889	0.037742	-0.047893	0.121618	-0.233258	
